,,,,,,,,,,,JavaC
6175b4b294d419a181ee1ed364882699b7c2a791,python,c++,,,,,,,TRUE,FALSE,FALSE
7e12ae5a211977857cd17da7206414a979c3d020,java,c++,,,,,,,TRUE,TRUE,TRUE
85ac1a320a7082391e26e76792e968a5f48bcca0,c++,java,,,,,,,TRUE,TRUE,TRUE
ba7da434ae003151eb8302fd574d964b3f2a6b3e,c++,python,,,,,,,TRUE,FALSE,FALSE
a2466c885113daddd05024386fef0a4336f9c3a3,python,c++,,,,,,,TRUE,FALSE,FALSE
b1887c5dd972b41c791b3ef751b6cee974b77652,c++,python,,,,,,,TRUE,FALSE,FALSE
6afe22db2e667799d8c903db61750d676bffe152,c++,python,,,,,,,TRUE,FALSE,FALSE
a4fb1f8c049ee9d61a9da8cf23b64d2c7d36a33f,c++,python,,,,,,,TRUE,FALSE,FALSE
021ee9c32be65c298de20adb021ba6066e674200,c++,c,html,,,,,,TRUE,FALSE,FALSE
3995e801abec5dd45adc897b7977b2807a30ac8c,c++,c,,,,,,,TRUE,FALSE,FALSE
2e7506d82ce5025ff21b4a3e7b8ffa629e55fa31,yaml,powershell,,,,,,,FALSE,FALSE,FALSE
9d0577a6be331aec275a69c997a88cb803e9792e,c++,python,,,,,,,TRUE,FALSE,FALSE
ba6dac0e809b249532a7465f71a00ccda307161d,c++,html,,,,,,,TRUE,FALSE,FALSE
8efb5ffa2a7428e4bebe5f2dff97c7a7414a1fc5,c++,java,,,,,,,TRUE,TRUE,TRUE
994b3bd6933649d6c358feb819600298c3313128,python,c++,,,,,,,TRUE,FALSE,FALSE
c281b44829ac87ce3349804eba2456be0a604dcb,c++,c,assembly,,,,,,TRUE,FALSE,FALSE
f8e2db071733980ee8aa994ec7ae2a4adb13d2ba,powershell,c++,,,,,,,TRUE,FALSE,FALSE
ce26e9a522ede8ddd58513a07f314310f02252e7,c++,html,c,,,,,,TRUE,FALSE,FALSE
97005dbd5d2dbba7e85340645d041133167bb945,c++,python,,,,,,,TRUE,FALSE,FALSE
982cec22af7124157121c3c86d4b9598f572d554,python,c++,,,,,,,TRUE,FALSE,FALSE
935d1495c5ff13d1266d73550f0fcab4e9a190e9,yaml,powershell,,,,,,,FALSE,FALSE,FALSE
d75793d6b4146410b557d39e2bee9cd70b9b07be,python,c++,,,,,,,TRUE,FALSE,FALSE
2ca0994cf74f6c6553cba6055ae879ba54f3bfca,c++,php,,,,,,,TRUE,FALSE,FALSE
3cdfaeca3fd18bb735bf386db51be88a26a7908b,c/c++,java,,,,,,,TRUE,TRUE,TRUE
d904fbbb0b59c3bd168c1a6d20d4e630a6c4361e,java,c++,,,,,,,TRUE,TRUE,TRUE
21ddcf6e4f4f3e87a344e5a1c68e1756d2ac25a7,c++,java,,,,,,,TRUE,TRUE,TRUE
fca4d6da175f0a77e5f77ae439c69ab5208e229a,yaml,c++,,,,,,,TRUE,FALSE,FALSE
72e4190918d875ce73caa32cdc8e174238df2fc4,c++,c,,,,,,,TRUE,FALSE,FALSE
afbef65187b4bbeb6ec0125789954b0643b55ae8,python,c++,,,,,,,TRUE,FALSE,FALSE
a0443982607edae6fa252d50200dc964cf29b445,java,c++,,,,,,,TRUE,TRUE,TRUE
0b83a831918f76197c683a3de5455e62749308c5,c++,c,,,,,,,TRUE,FALSE,FALSE
a163cc2d5a89a572050640916a2512c0b9a44ee0,c++,java,,,,,,,TRUE,TRUE,TRUE
107c5f6a60e94c3cf478ee25e50164fd31b014b0,cmake,c++,,,,,,,TRUE,FALSE,FALSE
fdaefa03099c1bb658bbba06acd6ca3331815e92,yaml,c,c++,,,,,,TRUE,FALSE,FALSE
7b79238b655ef6c7ef05c8052c3ded9981c4b54e,c++,java,,,,,,,TRUE,TRUE,TRUE
43010a929f8123b6b554870abff1720186a3e929,cmake,c++,,,,,,,TRUE,FALSE,FALSE
94e39e23645a8ad0a3ff5d547a92429940119c96,yaml,powershell,,,,,,,FALSE,FALSE,FALSE
c9df05d1e4dd28d23200422813f2238842899f58,powershell,c++,,,,,,,TRUE,FALSE,FALSE
3450ac8c1bb6a4d1714c14578271a91ec3b2a320,cmake,c++,,,,,,,TRUE,FALSE,FALSE
b015ed0ca6585766bd2ef381fc9507bb33c09863,java,c++,,,,,,,TRUE,TRUE,TRUE
3d2fe844abd21c6e61caf62dc07ff42be34ee583,c++,c,java,,,,,,TRUE,TRUE,TRUE
854c66b089bef5d27f79750884f70f6e2c8c69da,c++,c,,,,,,,TRUE,FALSE,FALSE
9895465c6a1aea6a7212e92939ca7d95175e68fb,java,c++,,,,,,,TRUE,TRUE,TRUE
9972f969ee03eeaa5a413cda1f74e374fcbc70cc,java,c++,,,,,,,TRUE,TRUE,TRUE
bb6fd15a6ee2572fc7e1cb0f54c2647f3ba797f1,java,c++,,,,,,,TRUE,TRUE,TRUE
c5af85ecadb8149ddb06ae473b47ca783e018eb0,c++,java,,,,,,,TRUE,TRUE,TRUE
a40ce219b9d3009331f4984529d92b499b03d454,java,c++,,,,,,,TRUE,TRUE,TRUE
2ef3ed86f3926f46c533572532b7369a283209e6,java,c++,,,,,,,TRUE,TRUE,TRUE
3639f328895779ce58c1af3276d56fb17d125214,c++,java,,,,,,,TRUE,TRUE,TRUE
0345c2156f23d5b91d62bf45e320f93e3ac556ea,java,c++,,,,,,,TRUE,TRUE,TRUE
94e31ac2273e2e6a446b5bfc5f5c1334f0eb6416,java,c++,,,,,,,TRUE,TRUE,TRUE
bfeef94d31293c57690d63ef040e111cea8f0dec,java,c++,,,,,,,TRUE,TRUE,TRUE
ab3e566699b17469e27522b791e72c8a3f20d36d,java,c++,,,,,,,TRUE,TRUE,TRUE
a280af2a5767b9257c4b4ec44eb27b8c0ff843ca,java,c++,,,,,,,TRUE,TRUE,TRUE
75010d2084563c74fdb341efb37e61abfa158fdb,java,c++,,,,,,,TRUE,TRUE,TRUE
320ae72e17145a285d720656ef001bc0b523fe63,java,c++,,,,,,,TRUE,TRUE,TRUE
0aab1005f83b6222b3f477da271bfa49d7034adb,java,c++,,,,,,,TRUE,TRUE,TRUE
036e323f7a30d3353cfac78b02479d3a241e49c4,java,c++,,,,,,,TRUE,TRUE,TRUE
1dfb7bb980175e0025af09cabc771aadbe7f01c9,java,c++,,,,,,,TRUE,TRUE,TRUE
677d02427ffec97c4d01981e2839684116ec2340,c++,java,,,,,,,TRUE,TRUE,TRUE
171be0ed55b5d0664a4c95ec8a4b021526c8fa7a,java,c++,,,,,,,TRUE,TRUE,TRUE
5529c1ad1b50a4e84e4ca75ab194e35eede9b3a3,java,c++,,,,,,,TRUE,TRUE,TRUE
dd7a748cff6ad12fbbbeabed0fa345bccc3d7e45,c++,java,,,,,,,TRUE,TRUE,TRUE
b8ce5264875427fc1f9e94e290c90fd77e200646,java,c++,,,,,,,TRUE,TRUE,TRUE
5bbeefaa490c0c509983ef6c5515da4fdc4c935d,java,c++,,,,,,,TRUE,TRUE,TRUE
bef7821f07025c65f1bb98afeb8034c2272d4dc0,java,c++,,,,,,,TRUE,TRUE,TRUE
817eeb29b437d1a68701571cc81331901e8c06e4,c++,java,,,,,,,TRUE,TRUE,TRUE
92d2766001472972be47bf759c6982cf59514be8,java,c++,,,,,,,TRUE,TRUE,TRUE
48adce77cc251031ca470212a08570477cd5f00b,java,c++,,,,,,,TRUE,TRUE,TRUE
25641bfc9c68671fa442b69506f7b638252ae341,java,c++,,,,,,,TRUE,TRUE,TRUE
c199e0e2a41e0cc0e1b12d4139a2fad2b02a8a70,java,c++,,,,,,,TRUE,TRUE,TRUE
03d433ee656fdbe18f437916350ce0b7ab9eec86,c++,java,,,,,,,TRUE,TRUE,TRUE
9e0ab427b8356d450312cd89ccc76b96f8247d6c,java,c++,,,,,,,TRUE,TRUE,TRUE
27129c739fe5c6b9811049bf93be72fc0c87e254,java,c++,,,,,,,TRUE,TRUE,TRUE
a96fcd09b750c4b41646d18ee21fadd2fa63634a,c++,c,,,,,,,TRUE,FALSE,FALSE
0f17f9279b0f62bfcc62c2d32b575c33e666c2d3,yaml,html,,,,,,,FALSE,FALSE,FALSE
3a30b5b0be5e3ba395c098b55e0532855b93af2e,c++,c,,,,,,,TRUE,FALSE,FALSE
d367555027a1d5858bb508eacb6662bfcc7ce9bd,c++,java,,,,,,,TRUE,TRUE,TRUE
72c73cdc8bcfaf8187eef7b0ed89fd4c7d22ddc4,c++,java,,,,,,,TRUE,TRUE,TRUE
972c895c3569f2a66ddf9ba260739f59d1827e84,c++,java,,,,,,,TRUE,TRUE,TRUE
7a23e4d8cac745b376c527531d9f452714849b48,python,c++,,,,,,,TRUE,FALSE,FALSE
aab91b8d8fec4c0e03595cbd3ad464eab8da39a3,yaml,c++,,,,,,,TRUE,FALSE,FALSE
13b72af77b2b7fed156c26107476f84d35e4481d,c++,html,,,,,,,TRUE,FALSE,FALSE
2c1bd8846f2abea1375d37fbb24e64c811b30e0f,java,c++,,,,,,,TRUE,TRUE,TRUE
908258a4f2361d2c01cecbe75dfc4dcf7f9d8857,java,c++,,,,,,,TRUE,TRUE,TRUE
054c5dda8cbcf72fdaed7d1db660cce9271ee73c,c++,python,,,,,,,TRUE,FALSE,FALSE
c6e55456128a26481c6d7a374fb2228c6e3ee165,java,c++,,,,,,,TRUE,TRUE,TRUE
faa8d32be0d73be2a6127539062728b6aa0347fc,java,c++,,,,,,,TRUE,TRUE,TRUE
91bf1b80ef7d3a4f719e3f815c2d8c202855ebee,c++,java,,,,,,,TRUE,TRUE,TRUE
ab0f3b964f8c768f68e40f6b53051530b6584339,python,c++,,,,,,,TRUE,FALSE,FALSE
04a1035efe638f1ebc3855e8e1146137cc838e1b,python,c++,,,,,,,TRUE,FALSE,FALSE
159928dfa5464a64afbc7137010880962418d477,python,c++,,,,,,,TRUE,FALSE,FALSE
443e04e62dd09578759876c560d2a4a1f8bfaad5,c++,html,python,,,,,,TRUE,FALSE,FALSE
760dd4750f78ee4406a3952c8e92074e77339b33,python,c++,,,,,,,TRUE,FALSE,FALSE
62f7a1be4f06a3f4c405e06f5b396c12433d03c5,c,c++,,,,,,,TRUE,FALSE,FALSE
5340484266df3e07544b6f4aa82f30dbbdc39af2,java,c++,,,,,,,TRUE,TRUE,TRUE
37d73d597e2613af925f3f531eac1d2477e7d432,c++,python,,,,,,,TRUE,FALSE,FALSE
1fc71a4b16c4ec0da0ce78f8ae58c6d448228ece,c++,c,,,,,,,TRUE,FALSE,FALSE
8a03935f8c3fa68b2a7a4c47dff8bda759081626,c++,c,,,,,,,TRUE,FALSE,FALSE
9fc23d0c56db27a7ba164f5244fce802fea9578d,c++,c,,,,,,,TRUE,FALSE,FALSE
211a195d41bb621a6013f66804faf064a863b90b,c++,c,,,,,,,TRUE,FALSE,FALSE
69188ff449826505bff95d3f4f6dd0e89cfdc1a7,java,c++,,,,,,,TRUE,TRUE,TRUE
ab323f7e1ec53749653967e7d6a2fa1c922334f2,c++,html,,,,,,,TRUE,FALSE,FALSE
69c6d38342a1fab5f7f2921aa2e9c0e60ba90e35,c++,html,,,,,,,TRUE,FALSE,FALSE
45e43b81df353284a48e1eb6db3611480dd133aa,java,c++,,,,,,,TRUE,TRUE,TRUE
ba6d660f6d054d26295bd0adc15b43ea6077ec30,yaml,c++,c,java,,,,,TRUE,TRUE,TRUE
24fdc47416c56f460a4cd114d6af445f578c6c4f,java,c++,,,,,,,TRUE,TRUE,TRUE
e1f56e12cf87a5a32715774a8c33cc801bbe1a52,c++,python,,,,,,,TRUE,FALSE,FALSE
5ec38c3d3ecfec75b66b0a900c819ea6c2da8a4d,java,c++,,,,,,,TRUE,TRUE,TRUE
2da53b1e06655792569505796ee3f91bf9bcbfd3,java,c++,,,,,,,TRUE,TRUE,TRUE
d14581f936c3600568071898e14fb77942300496,java,c++,,,,,,,TRUE,TRUE,TRUE
dc4b27ac486dbc3e7ef7c02881d23495fb6307b8,java,c++,,,,,,,TRUE,TRUE,TRUE
51f4b5090d080b70ee413796b1226b5e1690b492,java,c++,,,,,,,TRUE,TRUE,TRUE
10fc6c7d253a4755ce67901453bd12f7e8925619,java,c++,,,,,,,TRUE,TRUE,TRUE
e8168382c45bd86ebef4160521b792cf51c04b19,c++,c,,,,,,,TRUE,FALSE,FALSE
ac328a86b987481cc85a4422ef57f3fc6ad26a6d,c++,python,,,,,,,TRUE,FALSE,FALSE
3fcf7b26b9e43bd7994f6c64e0c3560985ab7668,c,c++,,,,,,,TRUE,FALSE,FALSE
2bf1151a25de5c711d0c863973c2d995e1137c60,c++,c,,,,,,,TRUE,FALSE,FALSE
e87973cde12596657c665c44a86e412f6759389a,java,c++,,,,,,,TRUE,TRUE,TRUE
61955a0dda8222673196cd81a0afe92bbc61575a,java,c++,,,,,,,TRUE,TRUE,TRUE
2214fd8a1506ab0444bea5c4ed931a9b9dcce5e8,java,c++,,,,,,,TRUE,TRUE,TRUE
eda398491a19ae02ffb304e2686514c171a603c5,java,c++,,,,,,,TRUE,TRUE,TRUE
f1cec73a76e6a8334dd32eadc634b93936700c61,c++,c,,,,,,,TRUE,FALSE,FALSE
5e797cf0dd399bdb9c1588198482f3b3dd97b84d,java,c++,,,,,,,TRUE,TRUE,TRUE
dc291f5bf0d9b9e53d4d93000e981ad79b8ae806,c++,java,,,,,,,TRUE,TRUE,TRUE
0a9f873f4b617403993975746e1333854b725265,c++,java,c,,,,,,TRUE,TRUE,TRUE
a73383e8ac1cc084c0ebe368640f96cfa2c3341a,java,c++,,,,,,,TRUE,TRUE,TRUE
28d1a0c6f59cfdc692a7274f8816b87af7a1d8cc,c++,python,,,,,,,TRUE,FALSE,FALSE
65e45f0c4a5361fe5d466631abf4c6a9e95a0c06,c++,html,,,,,,,TRUE,FALSE,FALSE
696b29082152a3243f3ad470443d15890438aeeb,java,c,,,,,,,TRUE,TRUE,TRUE
f122c6dfbb4afacd0ac39f95106da81f8a714e72,c++,html,,,,,,,TRUE,FALSE,FALSE
