release,addedLOC,deletedLOC,churnLOC,entropy,changeAge,changedFiles,contributors,developerExp,maxPreviousBug,maxPreviousCrossLangBug,crossLang
2,7.5,7,14.5,1.71527988569645,32,2,0.5,218,0,0,False
2,1,2,3,0,0,1,0,790,0,0,False
2,7,2,9,3.20693543890523,151,3,8,603,0,0,False
2,3,2,5,0,71,1,14,602,0,0,False
2,8,0,8,1.04655470219574,36,2,16.5,601,0,0,False
2,4,3.23076923076923,7.23076923076923,4.20997306752224,164.769230769231,13,5.61538461538462,600,0,0,False
2,18.3125,7.5,25.8125,4.9483618275046,195.8125,16,6.625,599,302,86,True
2,9.83870967741935,0,9.83870967741935,4.96299540207901,34.4838709677419,31,16.9677419354839,365,0,0,False
2,3,3,6,1.08496250072116,259,2,14,852,0,0,False
2,34,23,57,0,4,1,10,851,0,0,False
2,11,0,11,1.10230885980424,50.5,2,11.5,850,0,0,False
2,20.7,12,32.7,4.93968841649117,494.4,10,7.1,849,186,0,False
2,38.25,10.5,48.75,3.57702788464729,338.5,4,10,848,183,0,False
2,6,6,12,1.08496250072116,61.5,2,0.5,296,0,0,False
2,6.94444444444444,8.66666666666667,15.6111111111111,4.71363241772303,65.6111111111111,18,2.05555555555556,295,0,0,False
2,27,27,54,0,48,1,1,294,0,0,False
2,5,5.5,10.5,2.13672546952165,62,4,8.5,832,0,0,False
2,1,2,3,0,444,1,8,831,0,0,False
2,4.33333333333333,0,4.33333333333333,2.03377305147443,491.666666666667,3,9,830,0,0,False
2,8.33333333333333,8.33333333333333,16.6666666666667,3.44466517371547,52.4444444444444,9,7.22222222222222,829,249,0,False
2,7.5,15,22.5,2.00321313457972,58.5,2,21.5,828,248,0,False
2,7,7,14,2.17890244403798,71,3,11.3333333333333,827,247,0,False
2,19,25,44,2.51000655951366,71.3333333333333,3,11.3333333333333,826,246,0,False
2,4.5,1.75,6.25,2.08665151715075,298.75,4,1.5,364,0,0,False
2,27.4,4.6,32,4.60956998219378,260.3,10,2.3,363,55,0,False
2,7.33333333333333,8,15.3333333333333,1.60526612200252,22,3,22.6666666666667,579,0,0,False
2,4.4,3.66666666666667,8.06666666666667,4.42885357170043,317.8,15,8.53333333333333,578,0,0,False
2,24.4285714285714,6.57142857142857,31,3.48195631741493,47.7142857142857,7,2.28571428571429,362,0,0,False
2,4,1,5,0,2,1,1,197,0,0,False
2,3,1,4,0,0,1,5,361,0,0,False
2,2,2,4,0,17,1,5,360,0,0,False
2,1,0,1,0,462,1,4,1857,0,0,False
2,13,1,14,0,212,1,3,1856,0,0,False
2,2,2,4,0,171,1,3,359,0,0,False
2,3,10,13,0,41,1,1,358,0,0,False
2,18.6666666666667,13.8333333333333,32.5,3.65556062672267,312.166666666667,6,6.16666666666667,357,0,0,False
2,20.5,0,20.5,2.6965879571744,43,2,1.5,23,0,0,False
2,16.2727272727273,0.454545454545455,16.7272727272727,5.14929003422412,1,11,11.4545454545455,22,0,0,False
2,2.5,0.25,2.75,2.23270896973517,38.75,4,7,21,0,0,False
2,11,4.33333333333333,15.3333333333333,2.09049261659459,539.333333333333,3,2,356,0,0,False
2,4.5,2.5,7,1.28515786237838,112.5,2,34.5,355,0,0,False
2,1,1,2,0,0,1,0,196,0,0,False
2,2.5,1.25,3.75,2.01064997042823,423.25,4,2.5,1855,0,0,False
2,9.72727272727273,8.18181818181818,17.9090909090909,5.24056043602074,281.272727272727,11,9.63636363636364,1854,0,0,False
2,20.6666666666667,11,31.6666666666667,2.86766796151599,69.6666666666667,3,3.33333333333333,577,0,0,False
2,5,5,10,0,4,1,40,576,0,0,False
2,3.11111111111111,7.11111111111111,10.2222222222222,3.59551138446816,167.777777777778,9,6,575,0,0,False
2,6.33333333333333,4.33333333333333,10.6666666666667,2.86922752574041,0,3,1.66666666666667,354,0,0,False
2,23,0,23,1.87194777793029,201.333333333333,3,0.666666666666667,353,4,0,False
2,14.4615384615385,0,14.4615384615385,5.5518116075905,0,13,11.6153846153846,293,0,0,False
2,4.75,0,4.75,2.3998481577489,84.25,4,7.75,292,0,0,False
2,3.92857142857143,0.214285714285714,4.14285714285714,4.69253231428856,496,14,4,1463,0,0,False
2,7.75,2,9.75,2.75827110466771,329.75,4,6.5,825,0,0,False
2,4.66666666666667,1.66666666666667,6.33333333333333,2.19128584629615,142.333333333333,3,5.33333333333333,824,0,0,False
2,108.153846153846,0,108.153846153846,6.84743774206379,220.230769230769,13,10.6153846153846,291,0,0,False
2,14.1666666666667,2.83333333333333,17,3.48931032585923,213,6,7,290,0,0,False
2,3,4.5,7.5,1.55667073653797,0,2,0,195,0,0,False
2,36.5,8.5,45,1.05321102956808,0,2,0.5,194,0,0,False
2,1,1.66666666666667,2.66666666666667,1.80501249975961,743.333333333333,3,2,193,0,0,False
2,10,13,23,0,104,1,24,823,0,0,False
2,2,2,4,0,0,1,4,20,0,0,False
2,1.66666666666667,1.33333333333333,3,1.72928230314653,2,3,5.33333333333333,19,91,0,False
2,10,10,20,1.93195309440659,2.33333333333333,3,6.66666666666667,18,104,0,False
2,1,1,2,0,4,1,5,17,0,0,False
2,2,2,4,0,1,1,2,16,0,0,False
2,6.5,1.5,8,1.5963225389712,0.5,2,3,15,24,0,False
2,1.66666666666667,2,3.66666666666667,1.68545558700818,1.33333333333333,3,8,14,124,0,False
2,3.2,3.6,6.8,2.65347784096188,0.8,5,7.8,13,123,0,False
2,0,13,13,2.14893857348301,0,3,3,12,0,0,False
2,2.33333333333333,2.66666666666667,5,1.71190309536813,0.333333333333333,3,6.66666666666667,11,101,0,False
2,2,12,14,0,272,1,1,10,0,0,False
2,1,3,4,0,1,1,10,9,0,0,False
2,1,1,2,1,0.5,2,7.5,8,100,0,False
2,1,1,2,0,0,1,5,7,28,0,False
2,1,1.75,2.75,2.31319099345701,0,4,7,6,122,0,False
2,28,26.5,54.5,1.06084170687332,0,2,4.5,5,26,0,False
2,8.8,6,14.8,2.53461527411312,0,5,7.8,4,121,0,False
2,4,8,12,1.00502683233196,0,2,4.5,3,0,0,False
2,7.71428571428571,7.71428571428571,15.4285714285714,3.24297734104888,173.142857142857,7,6,2,120,0,False
2,0.5,0.5,1,1,0,2,7.5,1,0,0,False
2,26.8,0.8,27.6,2.66505928289436,335.2,5,6.8,0,119,0,False
2,0,21.2857142857143,21.2857142857143,4.66763487954276,23.7142857142857,21,0.380952380952381,574,0,0,False
2,9.90909090909091,10.3333333333333,20.2424242424242,5.75372539977845,239.484848484848,33,0.939393939393939,573,29,0,False
2,9,0,9,0,12,1,1,192,0,0,False
2,4.06363636363636,3.61818181818182,7.68181818181818,8.37107779976129,566.859090909091,220,3.58636363636364,572,665,0,False
2,26,33,59,2.8212015891942,152.666666666667,3,25.3333333333333,571,0,0,False
2,3,4,7,0,380,1,5,570,0,0,False
2,7,9.28571428571429,16.2857142857143,4.36329927329521,249.285714285714,7,3.71428571428571,569,0,0,False
2,1.34545454545455,1.34545454545455,2.69090909090909,6.07154495652493,388.545454545455,55,3.67272727272727,568,0,0,False
2,4,2,6,0,0,1,0,289,0,0,False
2,4.76923076923077,1.46153846153846,6.23076923076923,4.26470172134399,110.461538461538,13,12.5384615384615,352,0,0,False
2,9,10,19,1.01821170412494,14,2,27.5,1,0,0,False
2,10,0,10,1.02944684452678,6,2,26,0,0,0,False
2,3.57647058823529,10.2705882352941,13.8470588235294,6.85491768170726,472.894117647059,85,1.90588235294118,351,1153,0,False
2,1,1,2,0,37,1,21,789,0,0,False
2,2,2,4,0,1450,1,2,100,0,0,False
2,27.2,7.5,34.7,5.05296040948298,54.6,10,2.6,191,120,0,False
2,22.0769230769231,2,24.0769230769231,5.71916725778987,132.153846153846,13,5.69230769230769,190,176,0,False
2,5.4,2,7.4,2.9665895414688,39,5,0.8,788,0,0,False
2,1.5,1.5,3,1.08496250072116,18,2,2,787,0,0,False
2,23.9152542372881,7.20338983050848,31.1186440677966,5.9953473734223,20.2881355932203,59,22.7796610169492,786,0,0,False
2,2,2,4,0,0,1,14,785,0,0,False
2,624,11,635,0,5,1,14,784,0,0,False
2,14,15.5,29.5,1.11890454633164,117.5,2,34.5,1462,0,0,False
2,2,3,5,1.85024892846108,0,3,1.66666666666667,217,0,0,False
2,2,2,4,0,0,1,9,598,0,0,False
2,5,1,6,0,281,1,9,597,0,0,False
2,9.71428571428571,0.142857142857143,9.85714285714286,3.23199455876325,86.1428571428571,7,5.57142857142857,1461,91,58,True
2,7,1,8,0,209,1,10,1853,0,0,False
2,20,14,34,0,0,1,1,783,4,0,False
2,1,1,2,0,88,1,1,782,0,0,False
2,5,0,5,0,28,1,12,216,0,0,False
2,7,9,16,0,12,1,6,189,0,0,False
2,9,20,29,0,0,1,8,596,0,0,False
2,11,0.75,11.75,2.28139956644767,193.25,4,3.25,595,0,0,False
2,1,2,3,0,0,1,1,781,0,0,False
2,0.8,1,1.8,2.36992500144231,2.4,5,6.6,780,0,0,False
2,17,17,34,0,4,1,1,779,0,0,False
2,16.6666666666667,5,21.6666666666667,3.81016567805273,53.1666666666667,6,6,778,249,0,False
2,4,1,5,0,21,1,12,1460,0,0,False
2,1,1,2,0,0,1,0,1459,0,0,False
2,1,2,3,0,0,1,19,594,0,0,False
2,7,0.666666666666667,7.66666666666667,1.61881345016831,8,3,6.33333333333333,593,301,0,False
2,21,13,34,0,17,1,5,215,0,0,False
2,1,1,2,0,0,1,5,1852,0,0,False
2,6,2,8,0,211,1,5,1851,0,0,False
2,5,1,6,0,4,1,8,1850,0,0,False
2,4.27272727272727,3.59090909090909,7.86363636363636,4.92486253166917,705.590909090909,22,1.77272727272727,350,0,0,False
2,6.92592592592593,6.09259259259259,13.0185185185185,6.56169606339934,524.111111111111,54,3.11111111111111,567,106,0,False
2,8.625,6.75,15.375,3.37507421187412,159.75,8,6,188,0,0,False
2,33.3333333333333,1.66666666666667,35,2.18467397247203,83,3,3,349,0,0,False
3,52.75,0.916666666666667,53.6666666666667,5.37264194427906,104.416666666667,12,2.83333333333333,288,74,0,False
2,0,6,6,0,0,1,0,287,0,0,False
2,4.66666666666667,10.3333333333333,15,1.60459373040568,4,3,0.333333333333333,286,0,0,False
2,6.70967741935484,7.38709677419355,14.0967741935484,6.51617210015126,434.193548387097,31,5.64516129032258,566,1152,0,False
2,1.53846153846154,1.53846153846154,3.07692307692308,4.09115886411813,375.153846153846,13,5.84615384615385,565,0,0,False
2,0,150.666666666667,150.666666666667,5.15587799385273,12.1666666666667,6,7.5,285,0,0,False
2,3.875,3.875,7.75,3.75607599779673,279.125,8,3.5,348,0,0,False
2,7.5,11.1666666666667,18.6666666666667,2.929170186804,116.333333333333,6,3.5,347,0,0,False
2,43,0.333333333333333,43.3333333333333,5.13571912193254,183.083333333333,12,7.16666666666667,346,175,0,False
2,2,5,7,0,83,1,6,0,0,0,False
3,65.1951219512195,16.4146341463415,81.609756097561,6.582946340517,39.2439024390244,41,0.878048780487805,187,69,0,False
3,2,2,4,0,-24,1,19,592,0,0,False
2,61,36,97,0,14,1,43,4,66,0,False
2,0,48,48,0,152,1,1,186,0,0,False
2,4.25,3.25,7.5,2.30881123991383,11.25,4,5.75,591,0,0,False
2,7,1.57142857142857,8.57142857142857,3.17193372856114,24.8571428571429,7,5.71428571428571,590,0,0,False
2,8,8,16,0,382,1,3,1849,0,0,False
2,8,8,16,0,265,1,6,3,0,0,False
2,14.6666666666667,30.3333333333333,45,1.64162197924832,404,3,2.66666666666667,185,0,0,False
2,3,55,58,0,22,1,5,184,0,0,False
2,3.5,3.5,7,1,95,2,3.5,345,0,0,False
2,2.5,0.5,3,1,107,2,4.5,344,0,0,False
2,9.75,5.25,15,3.71816872006765,75.5,4,3.75,343,0,0,False
2,1,1,2,0,0,1,9,1848,0,0,False
2,2,2,4,0,0,1,16,1847,0,0,False
2,5.45454545454545,3.09090909090909,8.54545454545455,3.95328361707368,308.909090909091,11,2.54545454545455,822,27,0,False
2,11.0384615384615,8.53846153846154,19.5769230769231,5.84413840634968,597.038461538462,26,4.11538461538462,821,245,0,False
2,1,1,2,0,44,1,9,1846,0,0,False
2,2,2,4,0,1,1,16,1845,0,0,False
2,40.1666666666667,3.25,43.4166666666667,4.91384442602063,23.6666666666667,12,4.33333333333333,214,533,0,False
2,3,3,6,0,21,1,6,342,0,0,False
2,0.666666666666667,1.33333333333333,2,1.7233083338141,91.6666666666667,3,5,341,0,0,False
2,576,576,1152,8.62775697190925,227.25,4,12.75,284,0,0,False
2,12,4,16,0,0,1,1,777,0,0,False
2,1,1,2,4.95419631038687,14.5161290322581,31,16.9677419354839,776,0,0,False
2,1,1,2,0,2,1,14,775,0,0,False
2,2,2,4,0,2,1,16,774,0,0,False
2,2.5,1.5,4,1.5963225389712,180.5,2,6.5,773,0,0,False
2,4.25,1.75,6,2.42762334570125,16.75,4,1.5,820,0,0,False
2,7,2,9,0,0,1,1,772,2,0,False
2,1,1,2,0,0,1,1,771,0,0,False
2,4,6,10,0,209,1,7,770,0,0,False
2,39.0606060606061,21.7575757575758,60.8181818181818,5.41792293037184,14.5454545454545,33,18.3030303030303,769,0,0,False
2,1,2,3,0,0,1,2,768,0,0,False
2,1.83333333333333,1.83333333333333,3.66666666666667,2.8940453815075,25.8333333333333,6,1.33333333333333,767,7,0,False
2,6.5,3,9.5,2.31298236100027,66.75,4,5,766,0,0,False
2,0.166666666666667,0,0.166666666666667,0,0,6,0,765,0,0,False
2,53.6,21.4,75,4.0041463699548,46.4,5,7.8,764,0,0,False
2,26.6,1,27.6,4.70852445677817,88.8,5,4,763,0,0,False
2,14,2,16,0,-2,1,14,762,0,0,False
2,4.06666666666667,2.4,6.46666666666667,4.35560663462853,76.9333333333333,15,7.46666666666667,1458,0,0,False
2,1,4,5,0,0,1,1,589,0,0,False
2,16.5,5.75,22.25,2.3036708536831,397.25,4,1.25,588,0,0,False
2,23,21,44,0,1,1,46,587,0,0,False
2,4,0,4,0,1,1,14,586,0,0,False
2,1.83333333333333,2.33333333333333,4.16666666666667,2.87229675309479,71.8333333333333,6,1.66666666666667,819,0,0,False
2,5.54545454545455,1.36363636363636,6.90909090909091,3.82619496605523,214.272727272727,11,8.54545454545455,818,0,0,False
2,1.25,4.5,5.75,2.54683930715488,78.25,4,4.75,1844,0,0,False
2,1.45454545454545,1,2.45454545454545,3.59058250924914,289.272727272727,11,4.09090909090909,1843,0,0,False
2,6.66666666666667,3.66666666666667,10.3333333333333,1.89755464323944,92.3333333333333,3,4.66666666666667,1842,43,0,False
2,1,1,2,0,0,1,4,1841,0,0,False
2,1.71428571428571,1.14285714285714,2.85714285714286,2.89335666631593,233.571428571429,7,4.14285714285714,1840,49,0,False
2,4,4,8,0,5,1,4,1839,0,0,False
2,7,1,8,0,6,1,3,1838,0,0,False
2,1,1,2,0,14,1,3,1837,0,0,False
2,4.42857142857143,4.14285714285714,8.57142857142857,5.53705983003161,294.857142857143,28,3.89285714285714,1836,118,0,False
2,19,0,19,0,0,1,4,1835,0,0,False
2,4,4,8,0,-1,1,4,1834,0,0,False
2,1,1,2,0,271,1,3,1833,0,0,False
2,13.75,15.85,29.6,5.64968732490756,92.95,20,2.55,283,174,0,False
2,26.5,16.5,43,1.97281945689784,5.5,2,5.5,564,0,0,False
2,29,0,29,0,110,1,2,99,0,0,False
2,3,0,3,0,325,1,2,2,0,0,False
2,15,7,22,0,11,1,8,1,0,0,False
2,175,93,268,0,14,1,7,0,0,0,False
2,3,1,4,0,971,1,2,585,0,0,False
2,4,2,6,1.42399845327748,497.5,2,10.5,584,0,0,False
2,24.5,17.5,42,3.2047977071053,202.5,2,2.5,583,0,0,False
2,2,0,2,0,6,1,46,582,0,0,False
2,4,0,4,0,1,1,14,581,0,0,False
2,18.6666666666667,0,18.6666666666667,2.82847560905675,140,3,2.33333333333333,580,0,0,False
2,18.2307692307692,0.230769230769231,18.4615384615385,5.30218428336284,74.3076923076923,13,4.23076923076923,213,0,0,False
2,5,5,10,1.73696559416621,120.5,2,1,282,0,0,False
2,11.3333333333333,4.33333333333333,15.6666666666667,1.70562403171509,17.6666666666667,3,6.33333333333333,761,0,0,False
2,2,2,4,0,11,1,16,760,0,0,False
2,6,1,7,0,13,1,39,1457,0,0,False
2,25.1428571428571,3.14285714285714,28.2857142857143,3.18805364107434,153.571428571429,7,1.42857142857143,817,0,0,False
2,2.66666666666667,1,3.66666666666667,2.40278995148986,66.6666666666667,3,6.66666666666667,340,0,0,False
2,8.88235294117647,3.23529411764706,12.1176470588235,4.91226976100444,132.411764705882,17,4.70588235294118,1456,0,0,False
2,0,8,8,2.79451256345863,121.2,5,5.4,816,0,0,False
2,1,4,5,0,727,1,1,1832,0,0,False
2,5,5,10,1.32192809488736,225,2,4,1831,0,0,False
2,2.54166666666667,2.39583333333333,4.9375,6.20640852008366,460.875,48,4.08333333333333,563,0,0,False
2,15.5,23.5,39,3.56310996381489,694.333333333333,6,6.83333333333333,562,24,0,False
2,5.64406779661017,0.067796610169492,5.71186440677966,6.65376125833332,11.8813559322034,59,22.7796610169492,759,0,0,False
2,34,0,34,0,5,1,14,758,0,0,False
2,4,3.33333333333333,7.33333333333333,2.19897838079574,20.3333333333333,3,2,757,0,0,False
2,13,2.33333333333333,15.3333333333333,1.59535034087117,35.6666666666667,3,2.33333333333333,756,0,0,False
2,1,0,1,0,0,1,0,815,0,0,False
3,60.9,12.4,73.3,4.78807037597386,320.8,10,1.7,1455,17,0,False
2,5,5.5,10.5,1.51487367169703,402.5,2,1.5,212,0,0,False
2,1.33333333333333,2,3.33333333333333,1.59861976107326,10.6666666666667,3,8.66666666666667,847,0,0,False
2,11,28,39,0,0,1,8,339,0,0,False
2,1,1,2,0,25,1,1,183,0,0,False
2,14,6,20,1.97298780930303,355,3,8.66666666666667,755,0,0,False
2,8.5,3,11.5,1.07011665825275,49,2,1,754,0,0,False
2,10,4.5,14.5,1.22458772478012,316.5,2,1,561,0,0,False
2,12.875,2.4375,15.3125,5.24395300391445,143.5625,16,9.9375,1454,0,0,False
2,8.05555555555556,9.27777777777778,17.3333333333333,5.628064485787,97.8888888888889,18,2.16666666666667,579,300,0,False
2,4,0,4,0,7,1,46,578,0,0,False
2,12,0,12,0,7,1,14,577,0,0,False
2,16.8,1.4,18.2,3.97472745676166,29.2,5,1.6,576,11,0,False
2,9.13333333333333,2.13333333333333,11.2666666666667,5.57754420915517,77.6666666666667,15,3.26666666666667,575,299,0,False
2,1,1,2,1,39,2,4,1830,0,0,False
2,1,1,2,0,148,1,3,182,0,0,False
2,37,9,46,0,0,1,0,281,0,0,False
2,8,5,13,0,23,1,6,181,0,0,False
2,10.6,0.9,11.5,4.25382414245897,241.7,10,2.4,1453,0,0,False
2,5.55555555555556,1.77777777777778,7.33333333333333,4.15550523046956,234.666666666667,9,8.44444444444444,1452,0,0,False
2,2,0,2,2,499.25,4,3,1451,0,0,False
2,20.5,9.5,30,3.52474654502472,253.5,4,2.5,560,0,0,False
2,3,3,6,0,67,1,2,1829,0,0,False
2,2.5,2,4.5,1.00896095399863,1.5,2,3,211,0,0,False
2,600.5,577.25,1177.75,8.65166958224561,226.5,4,12.75,280,0,0,False
2,3,1.66666666666667,4.66666666666667,1.8073549220576,275,3,5.33333333333333,210,0,0,False
2,28,5.71428571428571,33.7142857142857,4.32235848014136,0,7,2.57142857142857,279,0,0,False
2,35,10.6666666666667,45.6666666666667,2.7362079299001,0,3,0.333333333333333,278,7,0,False
2,21.6,9.4,31,2.94137425738662,26.2,5,1.4,277,23,0,False
2,13,8.5,21.5,2.22926361563119,33.75,4,6.5,846,0,0,False
2,19.8333333333333,0,19.8333333333333,2.70746547377868,25.6666666666667,6,8.5,845,102,24,True
2,0,4,4,0,32,1,3,844,0,0,False
2,1,1,2,0,3,1,20,843,0,0,False
2,4.5,0,4.5,1.08496250072116,19.5,2,3,559,0,0,False
2,4.8,0,4.8,3.5251208970437,286,10,2.8,558,0,0,False
2,9,1,10,0,35,1,2,557,0,0,False
2,4.5,1.5,6,1,26,2,2.5,209,0,0,False
2,8.4,2.5,10.9,4.40427852264974,127.4,10,13.5,842,0,0,False
2,3,6,9,0,39,1,3,556,0,0,False
2,19.5555555555556,3.11111111111111,22.6666666666667,4.32169982749496,321.888888888889,9,2.88888888888889,555,0,0,False
2,7,7.33333333333333,14.3333333333333,1.68815838110184,22.6666666666667,3,3.66666666666667,208,0,0,False
2,26.6666666666667,9.66666666666667,36.3333333333333,1.61838211978173,148,3,0.666666666666667,753,0,0,False
2,9.83333333333333,2.83333333333333,12.6666666666667,3.61079918436954,165.666666666667,6,9.5,841,0,0,False
2,2,2,4,0,0,1,1,276,0,0,False
2,2,1,3,1.08496250072116,97.5,2,1.5,275,0,0,False
2,7,0,7,1.01487367169703,424.5,2,2.5,554,0,0,False
2,4,4,8,2.04655470219574,115.5,2,5,840,0,0,False
2,0.5,2.75,3.25,4.41619783955679,9.33333333333333,12,1.83333333333333,207,0,0,False
2,7.86666666666667,2.06666666666667,9.93333333333333,4.58298089605174,81.4666666666667,15,3.93333333333333,206,0,0,False
2,9,3,12,0,31,1,20,839,0,0,False
2,5,0,5,0,16,1,4,814,0,0,False
2,2.66666666666667,0.333333333333333,3,1.97493750120193,6,3,4.33333333333333,813,0,0,False
2,11,0,11,1.0557541576085,0,2,3,838,0,0,False
2,3,2,5,1.32192809488736,7,2,2,837,0,0,False
2,9.25,2.25,11.5,3.07374155067653,203.5,4,3.25,836,57,0,False
2,32.5714285714286,9.85714285714286,42.4285714285714,4.03516832076462,106.428571428571,7,11.8571428571429,835,0,0,False
2,0.227272727272727,0.590909090909091,0.818181818181818,3.90595432316696,27.0454545454545,22,1.72727272727273,752,0,0,False
3,4,3,7,0,0,1,0,834,0,0,False
3,6.25,4.75,11,3.91639463014782,99.75,8,3.75,833,0,0,False
3,24.3333333333333,17.3333333333333,41.6666666666667,4.783723615956,168.555555555556,9,4.55555555555556,832,0,0,False
3,14.5,9.35714285714286,23.8571428571429,5.22175132312051,70.2857142857143,14,4.42857142857143,831,82,57,True
3,0.166666666666667,0.166666666666667,0.333333333333333,0.833333333333333,37.5,6,1.5,830,0,0,False
3,6.25,1,7.25,2.28663044041201,230.5,4,4.75,829,0,0,False
3,18,6,24,0,0,1,6,828,0,0,False
3,72,61.3333333333333,133.333333333333,4.50439628331974,356.666666666667,3,8.66666666666667,827,248,0,False
3,15.75,12.25,28,2.09500364682066,138.25,4,5.5,826,0,0,False
3,16.5833333333333,3.66666666666667,20.25,5.3682636381509,461,12,4.83333333333333,825,0,0,False
3,0,0,0.00952380952381,0,0,105,0,824,0,0,False
3,11.875,4.5625,16.4375,6.18761999867961,59.1875,16,4.0625,823,90,56,True
3,25.5,19.3333333333333,44.8333333333333,3.87105049280807,85.5,6,7,822,71,43,True
3,49.2,1.6,50.8,3.89189634570343,2.8,5,5,821,134,0,False
3,42.75,6.125,48.875,4.40944587394813,137.5,8,6.125,820,105,55,True
3,140.666666666667,53.3333333333333,194,2.38087907239561,203.333333333333,3,5.66666666666667,819,50,0,False
3,18.6111111111111,1.22222222222222,19.8333333333333,5.55121084629077,249.666666666667,18,2.11111111111111,818,70,42,True
3,8,0,8,0,703,1,2,817,0,0,False
3,2,2,4,0,46,1,2,751,0,0,False
3,67.8305084745763,0,67.8305084745763,5.94528142823836,164.457627118644,59,21.7796610169492,816,0,0,False
3,1335,0,1335,0,36,1,13,815,0,0,False
3,13,2,15,0,26,1,16,814,0,0,False
3,10,4,14,1.28515786237838,208.5,2,1,813,17,0,False
3,1,1,2,0,0,1,31,205,0,0,False
3,22,11,33,2.54439411935845,204,2,2.5,204,0,0,False
3,4,1,5,0,4,1,5,203,23,0,False
3,1,1,2,0,14,1,9,812,0,0,False
3,4.28571428571429,1.28571428571429,5.57142857142857,3.35165261662109,6.28571428571429,7,20,811,1151,0,False
3,6.33333333333333,4.83333333333333,11.1666666666667,2.94293527522748,59.5,6,26.6666666666667,810,1150,0,False
2,5,2,7,2.58643391341174,139.4,5,16.2,1450,1149,0,False
2,2.25,12.125,14.375,3.37304436645948,613.625,8,3.625,338,0,0,False
2,6.5,0,6.5,1.03947567069741,112,2,1.5,337,0,0,False
2,40,23,63,0,98,1,1,180,0,0,False
2,0.6,4.6,5.2,2.4915608942694,279.2,5,4.6,336,0,0,False
2,2,44.25,46.25,2.94395532719539,331.75,4,4.25,335,0,0,False
2,3,1,4,0,7,1,3,574,0,0,False
3,10,5,15,0,12,1,3,573,0,0,False
2,25,13,38,0,86,1,1,274,0,0,False
2,1,1,2,0,26,1,1,334,0,0,False
2,5.25,0,5.25,2.14799744190378,116.25,4,14.5,809,0,0,False
2,1,1,2,0,916,1,1,808,0,0,False
2,14.375,0.125,14.5,3.78598366417072,87.625,8,3.75,807,0,0,False
2,1,0,1,0,47,1,2,273,0,0,False
2,1,1,2,0,74,1,1,272,0,0,False
2,23.3333333333333,63.3333333333333,86.6666666666667,1.75475298355489,245,3,3.66666666666667,333,0,0,False
2,0,69.25,69.25,4.99145887580062,91.125,16,3.8125,332,0,0,False
2,0,117.75,117.75,5.25224290094542,2.75,20,1.9,553,0,0,False
2,0.083333333333333,52.9166666666667,53,4.85175069161719,14.4166666666667,12,4.33333333333333,271,0,0,False
2,0.010471204188482,65.5026178010471,65.5130890052356,7.97644438542497,0.335078534031414,191,0.246073298429319,270,0,0,False
2,1,4,5,0,1603,1,4,552,0,0,False
2,3.4,2.6,6,3.21500427188106,194.8,5,6.6,331,0,0,False
2,2,2,4,1.20751874963942,1,2,20,806,0,0,False
2,11.2,1.55,12.75,5.20442122772726,126.8,20,9.35,805,1148,179,True
3,18,0,18,0,-106,1,2,551,0,0,False
2,1,257,258,0,11,1,43,330,0,0,False
2,0,45,45,2.3569644829472,0,5,0,269,0,0,False
2,1.5,2.5,4,1.20751874963942,269,2,2,179,0,0,False
3,182.555555555556,18.5555555555556,201.111111111111,5.96806646165421,6.66666666666667,9,2.88888888888889,268,73,0,False
3,13.8333333333333,0.833333333333333,14.6666666666667,3.40825224168386,56,6,9.33333333333333,153,44,0,False
3,1,0,1,0,64,1,4,23,0,0,False
3,0,1,1,0,27,1,2,750,0,0,False
3,1,1,2,1,56.5,2,0.5,267,6,0,False
3,7,0,7,0,330,1,11,329,0,0,False
3,1,1,2,0,0,1,1,328,0,0,False
3,3,0,3,0,124,1,2,178,0,0,False
3,13.5,6,19.5,1.5807067507934,5,2,1,327,0,0,False
3,2,0.25,2.25,2.27368437626202,55.5,4,1.5,266,0,0,False
3,10,4,14,0,0,1,40,804,0,0,False
3,10,10,20,0,0,1,2,265,0,0,False
3,43,47,90,0,19,1,1,0,0,0,False
3,124,13,137,0,0,1,0,326,3,0,False
3,3.33333333333333,0.666666666666667,4,1.58496250072116,66.6666666666667,3,3,264,35,0,False
3,5.33333333333333,6.33333333333333,11.6666666666667,2.81121758014934,64,3,26.3333333333333,803,0,0,False
3,17.25,3.75,21,2.90861827473416,44.5,4,22.25,802,1147,0,False
3,3.75,17.25,21,2.90861827473416,49.25,4,22,277,1146,0,False
3,6.33333333333333,5.33333333333333,11.6666666666667,2.81121758014934,80,3,26,276,1145,0,False
3,5.33333333333333,6.33333333333333,11.6666666666667,2.81121758014934,100.666666666667,3,26,801,1144,0,False
3,17.25,3.75,21,2.90861827473416,87,4,21.75,800,1143,0,False
3,8.66666666666667,4.33333333333333,13,1.6537962977596,343.333333333333,3,3.66666666666667,177,0,0,False
3,7.66666666666667,3.33333333333333,11,1.80631228013641,385,3,3.66666666666667,176,118,0,False
3,3,4,7,0,19,1,1,1828,0,0,False
3,5,1,6,1.82179362832283,53.3333333333333,3,9.33333333333333,1827,0,0,False
3,27,29,56,0,19,1,1,1826,0,0,False
3,18.3333333333333,26,44.3333333333333,1.7713660883625,0,3,0,1825,0,0,False
